ProjectID|BuildingID|BedroomSize|MaxAllowableIncome|TotalUnits|MedianInitialLegalRent|HighInitialLegalRent|LowInitialLegalRent|MedianActualRent|HighActualRent|LowActualRent
39369|289672|1-BR|111%-120%|45||||667|667|667
39369|289672|2-BR|111%-120%|7||||799|799|799
39369|289672|studio|111%-120%|6||||535|535|535
41408|47636|1-BR|111%-120%|96||||507|821|476
41408|47636|2-BR|111%-120%|92||||720|747|652
41408|47636|3-BR|111%-120%|64||||851|865|805
41493|12608|Studio|111%-120%|652||||848|1114|704
43276|342209|1-BR|111%-120%|39||||762|834|683
43276|342209|2-BR|111%-120%|156||||960|1039|874
43276|342209|3-BR|111%-120%|119||||1130|1216|946
43276|342209|Studio|111%-120%|4||||556.5|564|549
43276|809804|1-BR|111%-120%|78||||769|905|683
43276|809804|2-BR|111%-120%|156||||967|1082|874
43276|809804|3-BR|111%-120%|78||||1108|1180|1029
43276|809803|1-BR|111%-120%|41||||827|1039|570
43276|809803|2-BR|111%-120%|157||||1003|1209|824
43276|809803|3-BR|111%-120%|117||||1032|1209|557
43276|809803|Studio|111%-120%|3||||557|564|542
43276|809794|1-BR|111%-120%|39||||776|841|690
43276|809794|2-BR|111%-120%|156||||963.5|1046|874
43276|809794|3-BR|111%-120%|119||||1130|1223|917
43276|809794|Studio|111%-120%|4||||556|564|549
43276|809793|1-BR|111%-120%|58||||762|987|666
43276|809793|2-BR|111%-120%|154||||960|7015|852
43276|809793|3-BR|111%-120%|98||||1123|1216|1029
43276|809793|Studio|111%-120%|4||||553|564|542
43311|41120|1-BR|111%-120%|104||||385|900|330
43311|41120|2-BR|111%-120%|12||||495|1000|385
43311|41120|4-BR|111%-120%|2||||385|385|385
43312|25332|1-BR|111%-120%|76||||551|1313|533
43312|25332|2-BR|111%-120%|38||||582|1700|582
43312|25332|3-BR|111%-120%|4||||685|685|685
43312|25332|Studio|111%-120%|2||||480|480|480
43313|5609|Studio|111%-120%|140||||851|1220|37
43313|5609|||124||||851|1220|37
43566|923608|1-BR|71%-80%|5|1135|1135|1135|||
43566|923608|Studio|71%-80%|5|898|898|898|||
44072|561888||111%-120%|1||||||
45239|37078|Studio||74|1343|1343|1343|875|875|875
45586|906594|1-BR|91%-100%|28|1300|1300|1300|||
45586|906594|2-BR|91%-100%|13|1600|1600|1600|||
45586|906594|Studio|91%-100%|5|1100|1100|1100|||
48516|561918||111%-120%|2||||||
48517|652108||111%-120%|2||||||
48520|69955||111%-120%|3||||||
48522|317579|Studio|41%-50%|12||||||
48524|581971||111%-120%|1||||||
48528|310368||111%-120%|2||||||
48529|653785||111%-120%|1||||||
48531|557198||111%-120%|1||||||
48537|317091|1-BR|51%-60%|23|835|835|835|||
48537|317091|2-BR|51%-60%|15|1010|1010|1010|||
48537|317091|3-BR|51%-60%|6|1165|1165|1165|||
48537|317091|4-BR|51%-60%|13|1300|1300|1300|||
48537|317091|Studio|51%-60%|3|775|775|775|||
48537|317091||Super|1||||||
48538|670527||111%-120%|1||||||
44365|937290|1-BR|71%-80%|8||||||
44365|937290|2-BR|71%-80%|2||||||
44365|937290|Studio|71%-80%|3||||||
44365|937290||Non-Restricted|52||||||
48033|579571||111%-120%|1||||||
48037|674334||111%-120%|1||||||
47926|375146|2-BR||2|1700|1700|1700|||
47926|375146|3-BR||1|800|800|800|||
47926|154977|1-BR||3|648|986|648|||
47926|130270|1-BR||5|1268|1268|1268|||
47926|130270|2-BR||1|174|174|174|||
48375|85975||111%-120%|2||||||
48087|939398|1-BR|71%-80%|6|1187|1187|1187|||
48087|939398|2-BR|71%-80%|9|1433|1433|1433|||
48087|939398|3-BR|71%-80%|1|1649|1649|1649|||
48087|939398|Studio|71%-80%|4|1105|1105|1105|||
48087|939251|1-BR|71%-80%|8|1187|1187|1187|||
48087|939251|2-BR|71%-80%|9|1433|1433|1433|||
48087|939251|3-BR|71%-80%|1|1649|1649|1649|||
48087|939251|Studio|71%-80%|2|1105|1105|1105|||
48068|939350|1-BR|51%-60%|23|875|875|875|||
48068|939350|2-BR|51%-60%|14|1059|1059|1059|||
48068|939350|Studio|51%-60%|9|814|814|814|||
47933|60412|1-BR|111%-120%|4||||||
47933|60412|2-BR|111%-120%|11||||||
47933|60412|2-BR|Super|1||||||
47933|60412|3-BR|111%-120%|1||||||
47933|60420|1-BR|111%-120%|1||||||
47933|60420|2-BR|111%-120%|12||||||
47933|60420|2-BR|Super|1||||||
47933|60420|3-BR|111%-120%|16||||||
47933|60420|Studio|111%-120%|1||||||
47933|60424|1-BR|111%-120%|2||||||
47933|60424|2-BR|111%-120%|14||||||
47933|60424|3-BR|111%-120%|6||||||
47933|60438|1-BR|111%-120%|32||||||
47933|60438|2-BR|111%-120%|23||||||
47933|60438|2-BR|Super|1||||||
47933|60438|3-BR|111%-120%|10||||||
47933|96793|1-BR|111%-120%|3|1031|1031|1031|||
47933|96793|2-BR|111%-120%|2|1246|1246|1246|||
47933|96793|Studio|111%-120%|1|814|814|814|||
47933|60440|1-BR|111%-120%|24||||||
47933|60440|2-BR|111%-120%|12||||||
47933|60440|2-BR|Super|1||||||
47933|60440|3-BR|111%-120%|6||||||
48380|62749|1-BR|51%-60%|122||||||
48380|62749|2-BR|51%-60%|22||||||
48380|62749|2-BR|Super|1||||||
47799|52016||111%-120%|55||||||
47865|65635|2-BR|41%-50%|20||||1250|1250|1250
47865|92453|1-BR|41%-50%|32||||1050|1050|1050
47865|92453|2-BR|41%-50%|16||||1250|1250|1250
47865|92453|2-BR|Super|1||||||
47865|92453|3-BR|41%-50%|17||||1521|1521|1521
47865|92453|Studio|41%-50%|1||||730|730|730
48452|64613|1-BR|111%-120%|5||||631|967|548
48452|64613|2-BR|111%-120%|3||||878|1011|733
48452|64613|3-BR|111%-120%|6||||1026.5|1185|546
48452|64613|4-BR|111%-120%|2||||943|1266|620
48452|64614|1-BR|111%-120%|5||||734|905|570
48452|64614|2-BR|111%-120%|4||||905.5|1130|851
48452|64614|3-BR|111%-120%|5||||792|1151|444
48452|64614|4-BR|111%-120%|2||||1537.5|1658|1417
47774|83655||111%-120%|75||||||
47775|107505||111%-120%|55||||||
48633|85076||111%-120%|2||||||
47886|5378|1-BR|41%-50%|7|1280|1280|720|||
47886|5378|1-BR|51%-60%|34|1280|1280|875|||
47886|5378|2-BR|41%-50%|11|1472|1472|872|||
47886|5378|2-BR|51%-60%|14|1472|1472|1059|||
47886|5378|3-BR|51%-60%|5|1752|1752|1752|||
48365|25115|1-BR|71%-80%|20||||912|1145|305
49139|547690||111%-120%|1||||||
48884|12002||111%-120%|138||||||
48888|8119||111%-120%|20||||||
48887|57693|1-BR|41%-50%|13||||578|578|578
48887|57693|2-BR|41%-50%|4||||743|743|743
48910|946091|1-BR|41%-50%|78|889|889|889|889|889|889
48910|946091|2-BR|41%-50%|1||||||
48755|72098|1-BR|91%-100%|24||||594|935|224
48755|72098|2-BR|91%-100%|36||||749|1194|573
48755|72098|3-BR|91%-100%|48||||940|1484|852
49270|947270|2-BR|71%-80%|1||||||
49270|947270|Studio|71%-80%|36|975|975|975|975|975|975
48733|386227|1-BR|71%-80%|2||||||
48733|386227|1-BR|91%-100%|1||||||
48733|386227|2-BR|71%-80%|2||||||
48733|386227|2-BR|91%-100%|1||||||
48733|386227|Studio|91%-100%|1||||||
49517|945811|1-BR|51%-60%|4||||845|845|845
49517|945811|1-BR|71%-80%|28||||1214|1214|1214
49517|945811|2-BR|51%-60%|18||||1026|1026|1026
49517|945811|2-BR|71%-80%|37||||1470|1470|1470
49517|945811|3-BR|51%-60%|2||||1179|1179|1179
49517|945811|3-BR|71%-80%|5||||1692|1692|1692
48892|53714|2-BR|111%-120%|2||||905|1100|710
48892|53714|3-BR|111%-120%|9||||1009|1100|700
48891|88316|1-BR|71%-80%|6||||732|1121|556
48891|88316|2-BR|71%-80%|16||||986|1258|570
48891|88316|3-BR|71%-80%|5||||806|1160|654
49275|394700|1-BR|51%-60%|30|1271|1377|1227|1271|1377|1227
49275|394700|2-BR|51%-60%|36|1622|1721|1560|1622|1721|1560
49275|394700|3-BR|51%-60%|35|1838|1951|1654|1838|1951|1654
49275|394700|3-BR|61%-65%|1|1838|1838|1838|1838|1838|1838
49275|394700|4-BR|51%-60%|6|2002|2002|2002|2002|2002|2002
49275|394700|5-BR|51%-60%|6|2280|2280|2280|2280|2280|2280
49275|394700|Studio|51%-60%|6|1108|1130|1108|1108|1130|1108
49275|809816|1-BR|51%-60%|30|1271|1271|1271|1271|1271|1271
49275|809816|2-BR|51%-60%|36|1622|1838|1560|1622|1838|1560
49275|809816|3-BR|51%-60%|37|1838|1899|1654|1838|1899|1654
49275|809816|4-BR|51%-60%|5|2002|2002|2002|2002|2002|2002
49275|809816|5-BR|51%-60%|6|2280|2326|2280|2280|2326|2280
49275|809816|Studio|51%-60%|6|1108|1108|1108|1108|1108|1108
49275|809817|1-BR|51%-60%|30|1271|1377|1271|1271|1377|1271
49275|809817|2-BR|51%-60%|36|1622|1640|162|1622|1640|1566
49275|809817|3-BR|51%-60%|36|1838|1951|1768|1838|1951|1768
49275|809817|4-BR|51%-60%|6|2002|2002|2002|2002|2002|2002
49275|809817|5-BR|51%-60%|6|2280|2280|2280|2280|2280|2280
49275|809817|Studio|51%-60%|6|1108|1108|1108|1108|1108|1108
48744|373695||41%-50%|4||||||
48744|373695||51%-60%|3||||||
48730|118661|1-BR|71%-80%|7||||||
48730|118661|1-BR|91%-100%|5||||||
49272|944498|1-BR|171%-180%|1||||||
49272|944498|1-BR|61%-65%|11||||||
49272|944498|1-BR|Non-Restricted|40||||||
49272|944498|2-BR|61%-65%|3||||||
49272|944498|2-BR|Non-Restricted|10||||||
49272|944498|Studio|61%-65%|5||||||
49272|944498|Studio|Non-Restricted|21||||||
48681|375409|1-BR|51%-60%|5|909|909|909|909|909|909
48681|375409|2-BR|51%-60%|3|1101|1101|1101|1101|1101|1101
48681|375409|Studio|51%-60%|2|847|847|847|847|847|847
48681|375410|1-BR|51%-60%|4|909|909|909|909|909|909
48681|375410|2-BR|51%-60%|2|1101|1101|1101|1101|1101|1101
48681|375410|3-BR|51%-60%|1|1263|1263|1263|1263|1263|1263
48681|375410|Studio|51%-60%|2|847|847|847|847|847|847
48681|340340|1-BR|51%-60%|3|893|893|893|893|893|893
48681|340340|2-BR|51%-60%|3|1085|1085|1085|1085|1085|1085
48681|340340|Studio|51%-60%|2|831|831|831|831|831|831
48681|375411|1-BR|51%-60%|4|909|909|909|909|909|909
48681|375411|2-BR|51%-60%|2|1101|1101|1101|1101|1101|1101
48681|375411|3-BR|51%-60%|1|1263|1263|1263|1263|1263|1263
48681|375411|Studio|51%-60%|2|847|847|847|847|847|847
49060|52764|1-BR|51%-60%|8||||||
49060|52764|2-BR|51%-60%|10||||||
49060|52764|3-BR|51%-60%|1||||||
49060|95625|2-BR|51%-60%|4||||||
49060|64309|1-BR|51%-60%|2||||||
49060|64309|2-BR|51%-60%|4||||||
49060|64260|2-BR|51%-60%|4||||||
49060|64510|1-BR|51%-60%|7||||||
49060|64510|2-BR|51%-60%|8||||||
49060|64510|Studio|51%-60%|1||||||
48685|332710|2-BR|51%-60%|4||||799|945|689
48685|317155|1-BR|51%-60%|1||||1096|1096|1096
48685|317155|2-BR|51%-60%|2||||704|709|699
48685|317155|3-BR|51%-60%|6||||793|921|764
48685|346837|2-BR|51%-60%|7||||709|1054|621
48685|381637|3-BR|51%-60%|3||||817|1165|781
48685|330794|2-BR|51%-60%|8||||850|1049|785
48685|346832|1-BR|51%-60%|3||||701|889|592
48685|346832|2-BR|51%-60%|9||||693|1049|626
44865|929205|Studio|41%-50%|13||||||
44865|929205|Studio|51%-60%|52||||||
46264|942271|1-BR|71%-80%|5|1187|1434|1187|1187|1434|1187
46264|942271|1-BR|Non-Restricted|20||||1900|1900|1900
46264|942271|2-BR|71%-80%|7|1434|1434|1434|1434|1434|1434
46264|942271|2-BR|Non-Restricted|16||||2300|2300|2300
46264|942271|3-BR|Non-Restricted|2||||2750|2750|2750
48739|942254|1-BR|71%-80%|1||||||
48739|942254|3-BR|71%-80%|13||||||
48739|942254|Studio|71%-80%|4||||||
46262|941223|1-BR|51%-60%|2||||||
46262|941223|2-BR|51%-60%|4||||||
46262|941223|Studio|51%-60%|1||||||
49273|944527|1-BR|41%-50%|4|1230|1230|1230|||
49273|944527|1-BR|51%-60%|4|1230|1230|1230|||
49273|944527|1-BR|71%-80%|4|1230|1230|1230|||
49273|944527|2-BR|41%-50%|10|1486|1486|1486|||
49273|944527|2-BR|51%-60%|9|1486|1486|1486|||
49273|944527|2-BR|71%-80%|4|1486|1486|1486|||
49273|944527|2-BR|Super|1||||||
49273|944527|Studio|41%-50%|9|1146|1146|1146|||
49273|944527|Studio|51%-60%|1|1146|1146|1146|||
49273|944527|Studio|71%-80%|1|1146|1146|1146|||
48555|940434|1-BR|31%-40%|3|1187|1187|1187|533|533|533
48555|940434|1-BR|41%-50%|18|1187|1187|1187|689|689|689
48555|940434|2-BR|31%-40%|3|1433|1433|1433|648|648|648
48555|940434|2-BR|41%-50%|19|1433|1433|1433|835|835|835
48555|940434|Studio|31%-40%|1|939|939|939|494|494|494
49576|945948|1-BR|51%-60%|15||||828|828|828
49576|945948|2-BR|51%-60%|39||||1004|1004|1004
49576|945948|Studio|51%-60%|15||||771|771|771
48743|942270|1-BR|31%-40%|9|622|622|622|||
48743|942270|1-BR|41%-50%|54|778|778|778|||
48743|942270|2-BR|31%-40%|4|747|747|747|||
48743|942270|2-BR|41%-50%|19|933|933|933|||
48743|942270|3-BR|31%-40%|1|863|863|863|||
48743|942270|3-BR|41%-50%|4|1079|1079|1079|||
48743|942270|Studio|31%-40%|5|580|580|580|||
48743|942270|Studio|41%-50%|31|726|726|726|||
44420|946583|Studio|41%-50%|27||||||
44420|946583|Studio|51%-60%|18||||||
44420|946583|Studio|Super|1||||||
48690|744417|1-BR|51%-60%|16||||732|789|700
48690|744417|2-BR|51%-60%|15||||937|981|900
48690|744417|Studio|51%-60%|11||||426|741|322
48690|744417||51%-60%|1||||666|666|666
49070|357675|1-BR|51%-60%|3||||659|762|630
49070|359775|1-BR|51%-60%|6||||638.5|705|291
49070|359775|Studio|51%-60%|1||||600|600|600
49070|357669|1-BR|51%-60%|4||||729|801|667
49070|357669|3-BR|51%-60%|1||||846|846|846
49070|334864|2-BR|51%-60%|4||||792.5|960|646
49070|357634|2-BR|51%-60%|1||||924|924|924
49070|357634|3-BR|51%-60%|2||||719|849|589
49070|357634|Studio|51%-60%|3||||469|536|414
49070|357677|1-BR|51%-60%|3||||605|717|510
49070|357677|2-BR|51%-60%|10||||786|928|538
49070|213832|2-BR|51%-60%|9||||739|1102|67
48677|58929|1-BR|51%-60%|8||||||
48677|806497|1-BR|51%-60%|5||||||
48677|806497|2-BR|51%-60%|6||||||
48677|806497|2-BR|Super|1||||||
48677|58933|1-BR|51%-60%|6||||||
48677|58933|2-BR|51%-60%|1||||||
48677|58933|Studio|51%-60%|1||||||
48677|806394|1-BR|51%-60%|8||||||
47838|308509|1-BR|51%-60%|1||||550|550|550
47838|308509|2-BR|51%-60%|1||||1147|1147|1147
47838|378847|1-BR|51%-60%|1||||632|632|632
47838|378847|2-BR|51%-60%|7||||703|1025|555
47838|321654|1-BR|51%-60%|2||||729|875|583
47838|321654|Studio|51%-60%|2||||585|585|585
47838|321766|1-BR|51%-60%|1||||666|666|666
47838|321766|2-BR|51%-60%|4||||835.5|1185|643
47838|321766|2-BR|Super|1||||||
47838|322621|2-BR|51%-60%|3||||703|810|595
47838|322622|2-BR|41%-50%|1||||727|727|727
47838|322622|2-BR|51%-60%|2||||720.5|727|714
47838|357508|1-BR|51%-60%|8||||606|849|550
47838|379255|1-BR|51%-60%|3||||780.5|854|707
47838|379255|3-BR|51%-60%|1||||828|828|828
47838|379255|Studio|51%-60%|3||||547|663|530
47838|322548|2-BR|51%-60%|1||||757|757|757
47838|322548|3-BR|51%-60%|1||||814|814|814
48689|36448|Studio||202||||||
48765|85441|1-BR|51%-60%|5||||829|926|672
48765|85441|2-BR|51%-60%|11||||918|1101|532
48765|85441|Studio|51%-60%|5||||779|875|671
48765|313693|1-BR|81%-90%|5||||900|1030|881
48765|313693|1-BR||4||||857.5|869|363
48765|313693|2-BR|81%-90%|5||||1100|1248|1066
48765|313693|2-BR||11||||975.5|1050|167
48765|313693|3-BR|81%-90%|2||||1344.5|1377|1312
48765|313693|3-BR||5||||1093|1189|145
48765|28118|Studio|51%-60%|10||||661.5|789|215
48765|822049|1-BR|51%-60%|8||||828|875|695
48765|822049|2-BR|51%-60%|54||||978|1059|94
48765|822049|3-BR|51%-60%|18||||1033.5|1197|117
48765|24535|1-BR|51%-60%|7||||700|847|122
48765|24535|2-BR|51%-60%|22||||918|1037|132
48765|24535|Studio|51%-60%|5||||728|814|612
48765|28116|2-BR|51%-60%|4||||736|827|735
48765|28116|3-BR|51%-60%|5||||789|1013|789
48765|28116|Studio|51%-60%|2||||555.5|663|448
48765|85438|1-BR|51%-60%|5||||777|885|151
48765|85438|2-BR|51%-60%|11||||875.5|978|68
48765|85438|Studio|51%-60%|5||||798|915|229
48765|313692|1-BR|51%-60%|3||||795|873|338
48765|313692|1-BR|81%-90%|1||||1008|1008|1008
48765|313692|2-BR|51%-60%|16||||847.5|1072|59
48765|313692|2-BR|81%-90%|5||||1100|1204|1088
48765|313692|3-BR|51%-60%|3||||1043|1190|424
48765|42524|1-BR|51%-60%|2||||813.5|847|780
48765|42524|2-BR|51%-60%|22||||914|1059|112
48765|28117|2-BR|51%-60%|4||||524|575|337
48765|28117|3-BR|51%-60%|5||||421|731|388
48765|28117|Studio|51%-60%|2||||407.5|463|352
48765|26937|1-BR|51%-60%|8||||749|850|187
48765|26937|2-BR|51%-60%|7||||920|1050|875
48765|26937|Studio|51%-60%|2||||337.5|550|125
48765|19049|2-BR|51%-60%|7||||856|1081|37
48765|19049|Studio|51%-60%|1||||696|696|696
48765|19048|2-BR|51%-60%|7||||873|1044|367
48765|19048|Studio|51%-60%|1||||661|661|661
48765|19506|1-BR|51%-60%|12||||772.5|957|50
48765|19506|2-BR|51%-60%|7||||875|1100|101
48765|19506|3-BR|51%-60%|1||||157|157|157
48765|19506|Studio|51%-60%|1||||170|170|170
48765|309680|1-BR|51%-60%|1||||525|525|525
48765|309680|1-BR|81%-90%|8||||670|859|608
48765|309680|2-BR|51%-60%|13||||681|795|592
48765|309680|2-BR|81%-90%|2||||954.5|982|927
47770|10596|1-BR|111%-120%|16||||640|655|625
47824|49684|2-BR||8||||||
47824|49684|3-BR||17||||||
47824|49684|4-BR||1||||||
44423|927243|2-BR|51%-60%|3||||1007|1007|1007
44423|927530|2-BR|31%-40%|2||||646|646|646
44423|927530|2-BR|51%-60%|9||||1007|1007|1007
44423|927530|2-BR|Super|1||||||
44423|927206|2-BR|31%-40%|1||||646|646|646
44423|927206|2-BR|51%-60%|1||||1007|1007|1007
44423|927206|3-BR|51%-60%|6||||1158|1158|1158
44423|939774|2-BR|31%-40%|3||||646|646|646
44423|939775|2-BR|31%-40%|2||||646|646|646
44423|939775|2-BR|51%-60%|1||||1007|1007|1007
47873|37822|1-BR|51%-60%|4||||721.5|1000|624
47873|37822|2-BR|51%-60%|24||||959|1279|672
47873|37822|3-BR|51%-60%|1||||801|801|801
47873|37774|2-BR|51%-60%|9||||959|1365|699
47873|37774|Studio|51%-60%|1||||848|848|848
47873|37776|1-BR|51%-60%|4||||776.5|998|614
47873|37776|2-BR|51%-60%|24||||959|1259|691
47873|37776|3-BR|51%-60%|1||||1380|1380|1380
44373|927009|1-BR|0%-30%|2|376|376|376|||
44373|927009|1-BR|41%-50%|8|683|683|683|||
44373|927009|1-BR|51%-60%|6|1261|1261|1135|||
44373|927009|1-BR|71%-80%|4|1142|1142|1142|||
44373|927009|2-BR|0%-30%|4|460|460|460|||
44373|927009|2-BR|41%-50%|16|828|828|828|||
44373|927009|2-BR|51%-60%|12|1403|1403|1263|||
44373|927009|2-BR|71%-80%|8|1379|1379|1379|||
44373|927009|2-BR|Super|1||||||
44373|927009|3-BR|0%-30%|1|526|526|526|||
44373|927009|3-BR|41%-50%|5|950|950|950|||
44373|927009|3-BR|51%-60%|4|1726|1726|1163|||
44373|927009|3-BR|71%-80%|2|1588|1588|1588|||
44373|927009|Studio|0%-30%|5|349|349|349|||
44373|927009|Studio|41%-50%|21|636|636|636|||
44373|927009|Studio|51%-60%|15|1166|1166|1049|||
44373|927009|Studio|71%-80%|10|1064|1064|1064|||
45961|938859|1-BR|31%-40%|5|1245|1245|1245|||
45961|938859|1-BR|41%-50%|28|1245|1245|1245|||
45961|938859|2-BR|31%-40%|3|1494|1494|1494|||
45961|938859|2-BR|41%-50%|16|1494|1494|1494|||
45961|938859|Studio|31%-40%|4|1162|1162|1162|||
45961|938859|Studio|41%-50%|22|1162|1162|1162|||
48086|939397|1-BR|41%-50%|2|709|709|709|||
48086|939397|1-BR|51%-60%|13|863|1329|863|||
48086|939397|2-BR|51%-60%|29|1044|1482|1044|||
48086|939397|3-BR|51%-60%|8|1199|1821|1199|||
48086|939397|Studio|41%-50%|4|659|659|659|||
48086|939397|Studio|51%-60%|8|802|1225|802|||
48086|939397|||1||||||
47831|5611|2-BR|51%-60%|4||||1187|1211|797
47831|5611|3-BR|51%-60%|4||||905|1569|681
47831|5613|2-BR|51%-60%|4||||838|1164|742
47831|5613|3-BR|51%-60%|4||||1008|1442|604
47831|41631|1-BR|51%-60%|4||||741.5|841|419
47831|41631|Studio|51%-60%|4||||614|789|586
47831|5614|2-BR|51%-60%|7||||720|989|677
47831|5614|2-BR|Super|1||||||
47831|5618|1-BR|51%-60%|4||||835|871|695
47831|5618|2-BR|51%-60%|4||||670|751|571
47831|5618|3-BR|51%-60%|4||||1003.5|1202|880
48390|224175|1-BR|0%-30%|2||||||
48390|224175|1-BR|31%-40%|2||||||
48390|224168|2-BR|31%-40%|1||||||
48390|224168|Studio|0%-30%|4||||||
48390|224168|Studio|31%-40%|2||||||
48390|224181|1-BR|0%-30%|3||||||
48390|224181|1-BR|31%-40%|1||||||
48390|224220|2-BR|0%-30%|2||||||
48390|224173|1-BR|0%-30%|3||||||
48390|224173|1-BR|31%-40%|5||||||
48390|224188|2-BR|0%-30%|1||||||
48390|224188|2-BR|31%-40%|2||||||
47798|22711|||23||||||
48521|42593|2-BR|Super|1||||||
48521|42593|||49||||||
48532|314148|1-BR||8||||||
48532|314148|2-BR||16||||||
48532|314148|3-BR||8||||||
48532|334829|2-BR||8||||||
48532|218996|2-BR||8||||||
48532|314056|2-BR||8||||||
48532|330074|2-BR||8||||||
48532|338749|2-BR||8||||||
48532|321730|2-BR||8||||||
48532|295766|2-BR||8||||||
48532|317655|2-BR||8||||||
48532|357588|2-BR||8||||||
48532|354897|2-BR||8||||||
48532|207338|2-BR||8||||||
48532|357943|2-BR||8||||||
48532|331346|2-BR||8||||||
48532|308808|2-BR||8||||||
48532|222613|2-BR||8||||||
48532|809139|1-BR||8||||||
48532|809139|2-BR||8||||||
48532|809139|3-BR||8||||||
48532|809566|1-BR||4||||||
48532|809566|2-BR||8||||||
48532|809566|3-BR||4||||||
48532|808474|2-BR||8||||||
48532|335134|2-BR||8||||||
48532|333160|2-BR||8||||||
48890|59889|1-BR|51%-60%|18||||799|799|799
48890|59889|1-BR|Super|1||||||
48890|59889|2-BR|51%-60%|23||||925|925|925
48890|59889|3-BR|51%-60%|3||||1152|1152|1152
49628|20629|1-BR|51%-60%|68|3500|3500|3500|1750|1750|1750
49628|20629|2-BR|51%-60%|115|4450|4450|4450|2225|2225|2225
49628|20629|3-BR|51%-60%|62|5750|5750|5750|2875|2875|2875
49628|20629|4-BR|51%-60%|10|6510|6510|6510|3255|3255|3255
49569|20765|1-BR|51%-60%|10|3500|3500|3500|1750|1750|1750
49569|20765|2-BR|51%-60%|67|4400|4400|4400|2200|2200|2200
49569|20765|3-BR|51%-60%|62|5700|5700|5700|2850|2850|2850
49569|20765|4-BR|51%-60%|18|6500|6500|6500|3250|3250|3250
48686|32921|Studio|0%-30%|1|1032|1032|1032|286|286|286
48686|32921|Studio|41%-50%|77|1032|1032|1032|983|1191|215
48686|32921|Studio|51%-60%|229|1032|1032|1032|983|1191|115
49103|59514|1-BR|111%-120%|35|1230|1230|975|1092|1323|532
49103|59514|2-BR|111%-120%|16||||1201|1473|796
49103|59514|2-BR|Super|1||||||
49103|59514|3-BR|111%-120%|12|1709|1709|1709|1500|1709|696
49103|59514|Studio|111%-120%|8|975|975|975|1017|1285|875
48754|865282|1-BR|41%-50%|50||||||
48754|865282|Studio|41%-50%|19||||||
48896|216940|Studio|111%-120%|135||||||
48766|118500|1-BR|51%-60%|5||||||
48766|118500|2-BR|51%-60%|21||||||
48766|118500|3-BR|51%-60%|6||||||
48766|118500|4-BR|51%-60%|5||||||
48766|89105|1-BR|51%-60%|12||||||
48766|89105|2-BR|51%-60%|16||||||
48766|89105|3-BR|51%-60%|1||||||
48766|93706|1-BR|51%-60%|14||||||
48766|93706|2-BR|51%-60%|27||||||
48766|93706|3-BR|51%-60%|12||||||
48766|93706|||1||||||
48766|109403|1-BR|51%-60%|29||||||
48766|109403|2-BR|51%-60%|37||||||
48766|109403|2-BR|Super|1||||||
48766|109403|3-BR|51%-60%|8||||||
48766|65697|1-BR|51%-60%|6||||||
48766|65697|2-BR|51%-60%|28||||||
48766|65697|3-BR|51%-60%|5||||||
48766|118495|1-BR|51%-60%|6||||||
48766|118495|2-BR|51%-60%|12||||||
48766|118495|3-BR|51%-60%|14||||||
48766|118495|4-BR|51%-60%|5||||||
48766|118502|1-BR|51%-60%|5||||||
48766|118502|2-BR|51%-60%|21||||||
48766|118502|3-BR|51%-60%|5||||||
48766|118502|3-BR|Super|1||||||
48766|118502|4-BR|51%-60%|5||||||
48766|85558|1-BR|51%-60%|7||||||
48766|85558|2-BR|51%-60%|29||||||
48766|85558|3-BR|51%-60%|1||||||
48766|118497|2-BR|51%-60%|15||||||
48766|118497|3-BR|51%-60%|17||||||
48766|118497|4-BR|51%-60%|5||||||
48766|118493|1-BR|51%-60%|11||||||
48766|118493|2-BR|51%-60%|11||||||
48766|118493|3-BR|51%-60%|10||||||
48766|118493|4-BR|51%-60%|5||||||
48766|118493||51%-60%|1||||||
48889|809794|1-BR|111%-120%|39||||776|841|690
48889|809794|2-BR|111%-120%|156||||963.5|1046|874
48889|809794|3-BR|111%-120%|119||||1130|1223|917
48889|809794|Studio|111%-120%|4||||556|564|549
48889|809804|1-BR|111%-120%|78||||769|905|683
48889|809804|2-BR|111%-120%|156||||967|1082|874
48889|809804|3-BR|111%-120%|78||||1108|1180|1029
48889|342209|1-BR|111%-120%|39||||762|834|683
48889|342209|2-BR|111%-120%|156||||960|1039|874
48889|342209|3-BR|111%-120%|119||||1130|1216|946
48889|342209|Studio|111%-120%|4||||556.5|564|549
48889|809803|1-BR|111%-120%|40||||830.5|1039|570
48889|809803|2-BR|111%-120%|154||||1003|1209|824
48889|809803|3-BR|111%-120%|116||||1030.5|1209|557
48889|809803|Studio|111%-120%|3||||557|564|542
48889|809793|1-BR|111%-120%|58||||762|987|666
48889|809793|2-BR|111%-120%|154||||960|7015|852
48889|809793|3-BR|111%-120%|98||||1123|1216|1029
48889|809793|Studio|111%-120%|4||||553|564|542
48660|74399|4-BR|111%-120%|9||||||
48660|65832|3-BR|111%-120%|15|1136|1136|1136|||
48660|65832|4-BR|111%-120%|5||||||
48660|65832|5-BR|111%-120%|4|1455.5|1575|1336|||
48660|48245|4-BR|111%-120%|8|1336|1336|1336|||
48660|48245|5-BR|111%-120%|7|1575|1575|1575|||
48660|65833|3-BR|111%-120%|17|1136|1136|1136|||
